conference_id,Link,Sub,Noti,Cam,Conf,Successfully,Note,Đúng 100%,812,Còn lại,44,Error,111
6639d12a387369a8970585f7,,,,,,y,,,,,,,
6639d131387369a8970585fd,,,,,,y,,,,,,,
6639d14c387369a897058619,https://sse.sysu.edu.cn/icnc2024/,,,,,n,link k load dc,,,,,,
6639d162387369a89705862f,https://ieee-cybermatics.org/2023/icpads/cfp.php,,,,,n,link die,,,,,,
6639d166387369a897058633,,,,,,y,,,,,,,
6639d168387369a897058635,,,,,,y,,,,,,,
6639d17c387369a897058645,,,,,,y,,,,,,,
6639d182387369a89705864b,,,,,,y,,,,,,,
6639d196387369a89705865f,,,,,,y,,,,,,,
6639d1aa387369a897058673,,,,,,y,,,,,,,
6639d1c6387369a89705868f,,,,,,y,,,,,,,
6639d3928fb9939b82bceb47,,,,,,n,k co link,,,,,,
6639d39c8fb9939b82bceb51,,,,,,y,,,,,,,
6639d3a18fb9939b82bceb55,,,,,,y,,,,,,,
6639d3a78fb9939b82bceb5b,,,,,,y,,,,,,,
6639d3b08fb9939b82bceb63,,,,,,n,k co link,,,,,,
6639d3bb8fb9939b82bceb6b,,,,,,y,,,,,,,
6639d3bf8fb9939b82bceb6f,,,,,,y,,,,,,,
6639d3c98fb9939b82bceb77,,,,,,y,,,,,,,
6639d3cd8fb9939b82bceb7b,,,,,,y,,,,,,,
6639d3e98fb9939b82bceb93,,,,,,y,,,,,,,
6639d4e04fd45eb8c2e67050,,,,,,y,,,,,,,
6639d4f14fd45eb8c2e6705e,,,,,,y,,,,,,,
6639d4f74fd45eb8c2e67062,,,,,,y,,,,,,,
6639d4f94fd45eb8c2e67064,,,,,,n,k co link,,,,,,
6639d5064fd45eb8c2e67070,,,,,,y,,,,,,,
6639d51c4fd45eb8c2e67082,,,,,,y,,,,,,,
6639d5234fd45eb8c2e67088,,,,,,y,,,,,,,
6639d53a4fd45eb8c2e6709a,,,,,,y,,,,,,,
6639d53c4fd45eb8c2e6709c,,,,,,y,,,,,,,
6639d5414fd45eb8c2e670a0,,,,,,n,k co link,,,,,,
6639d55d4fd45eb8c2e670b8,,,,,,y,,,,,,,
6639d55f4fd45eb8c2e670ba,,,,,,y,,,,,,,
6639d5644fd45eb8c2e670be,,,,,,y,,,,,,,
6639d5664fd45eb8c2e670c0,,,,,,y,,,,,,,
6639d5744fd45eb8c2e670ca,,,,,,y,,,,,,,
6639d5784fd45eb8c2e670ce,,,,,,y,,,,,,,
6639d59d4fd45eb8c2e670ee,,,,,,y,,,,,,,
6639d5bd4fd45eb8c2e67100,,,,,,y,,,,,,,
6639d5cb4fd45eb8c2e6710c,,,,,,y,,,,,,,
6639d6abb9c725a1d3ed3d9b,http://www.simulationaustralia.org.au/,,,,,n,link die,,,,,,
6639d6cbb9c725a1d3ed3dbb,,,,,,y,,,,,,,
6639d6d1b9c725a1d3ed3dc1,,,,,,y,,,,,,,
6639d6d3b9c725a1d3ed3dc3,,,,,,y,,,,,,,
6639d6e7b9c725a1d3ed3dd3,,,,,,y,,,,,,,
6639d6fbb9c725a1d3ed3de5,,,,,,y,,,,,,,
6639d733b9c725a1d3ed3e1b,,,,,,y,,,,,,,
6639d139387369a897058605,,,,,,y,,,,,,,
6639d145387369a897058611,,,,,,y,,,,,,,
6639d148387369a897058615,,,,,,y,,,,,,,
6639d150387369a89705861d,,,,,,y,,,,,,,
6639d16d387369a897058639,,,,,,y,,,,,,,
6639d179387369a897058643,,,,,,y,,,,,,,
6639d1a0387369a897058669,,,,,,n,k co link,,,,,,
6639d1bb387369a897058683,,,,,,y,,,,,,,
6639d1c5387369a89705868d,,,,,,y,,,,,,,
6639d32f8fb9939b82bceaf5,,,,,,y,,,,,,,
6639d33a8fb9939b82bceafd,,,,,,y,,,,,,,
6639d33c8fb9939b82bceaff,,,,,,y,,,,,,,
6639d3638fb9939b82bceb21,,,,,,n,k co link,,,,,,
6639d3728fb9939b82bceb2f,,,,,,y,,,,,,,
6639d3948fb9939b82bceb49,,,,,,y,,,,,,,
6639d39e8fb9939b82bceb53,,,,,,y,,,,,,,
6639d3bd8fb9939b82bceb6d,,,,,,y,,,,,,,
6639d3c28fb9939b82bceb71,,,,,,y,,,,,,,
6639d3db8fb9939b82bceb87,,,,,,y,,,,,,,
6639d3e38fb9939b82bceb8d,,,,,,y,,,,,,,
6639d3e58fb9939b82bceb8f,,,,,,y,,,,,,,
6639d3f28fb9939b82bceb9b,https://pervasivedisplays.org/2020/index.php/submissions/,,,,,n,link die,,,,,,
6639d4e94fd45eb8c2e67058,,,,,,y,,,,,,,
6639d4ef4fd45eb8c2e6705c,,,,,,y,,,,,,,
6639d50b4fd45eb8c2e67074,,,,,,y,,,,,,,
6639d5124fd45eb8c2e6707a,,,,,,y,,,,,,,
6639d5724fd45eb8c2e670c8,,,,,,y,,,,,,,
6639d58c4fd45eb8c2e670e0,,,,,,y,,,,,,,
6639d59f4fd45eb8c2e670f0,,,,,,y,,,,,,,
6639d699b9c725a1d3ed3d89,,,,,,y,,,,,,,
6639d6bdb9c725a1d3ed3dad,,,,,,y,,,,,,,
6639d6c1b9c725a1d3ed3db1,,,,,,y,,,,,,,
6639d6dab9c725a1d3ed3dc9,,,,,,y,,,,,,,
6639d6dfb9c725a1d3ed3dcd,,,,,,y,,,,,,,
6639d6f3b9c725a1d3ed3ddd,,,,,,y,,,,,,,
6639d707b9c725a1d3ed3df1,,,,,,y,,,,,,,
6639d725b9c725a1d3ed3e0d,,,,,,n,k co link,,,,,,
6639d72db9c725a1d3ed3e15,,,,,,y,,,,,,,
6639d116387369a8970585e3,,,,,,y,,,,,,,
6639d119387369a8970585e5,,,,,,y,,,,,,,
6639d120387369a8970585ed,,,,,,y,,,,,,,
6639d128387369a8970585f5,,,,,,y,,,,,,,
6639d135387369a897058601,,,,,,y,,,,,,,
6639d155387369a897058623,,,,,,y,,,,,,,
6639d164387369a897058631,,,,,,y,,,,,,,
6639d173387369a89705863d,,,,,,y,,,,,,,
6639d184387369a89705864d,,,,,,y,,,,,,,
6639d188387369a897058651,,,,,,y,,,,,,,
6639d19c387369a897058665,,,,,,y,,,,,,,
6639d19e387369a897058667,,,,,,y,,,,,,,
6639d1a2387369a89705866b,,,,,,y,,,,,,,
6639d1a4387369a89705866d,,,,,,y,,,,,,,
6639d1b5387369a89705867d,,,,,,y,,,,,,,
6639d1bf387369a897058687,,,,,,y,,,,,,,
6639d1c0387369a897058689,,,,,,y,,,,,,,
6639d1c8387369a897058691,,,,,,y,,,,,,,
6639d3408fb9939b82bceb03,,,,,,y,,,,,,,
6639d3428fb9939b82bceb05,,,,,,y,,,,,,,
6639d3468fb9939b82bceb09,,,,,,y,,,,,,,
6639d3508fb9939b82bceb11,,,,,,y,,,,,,,
6639d35e8fb9939b82bceb1d,,,,,,y,2025 ch cap nhat ngay,,,,,,
6639d38b8fb9939b82bceb41,,,,,,y,,,,,,,
6639d39a8fb9939b82bceb4f,,,,,,y,,,,,,,
6639d3a58fb9939b82bceb59,,,,,,y,,,,,,,
6639d3b68fb9939b82bceb67,,,,,,y,,,,,,,
6639d3c68fb9939b82bceb75,,,,,,y,,,,,,,
6639d3f78fb9939b82bceb9f,,,,,,y,,,,,,,
6639d3fc8fb9939b82bceba3,,,,,,y,,,,,,,
6639d4008fb9939b82bceba7,,,,,,y,,,,,,,
6639d4048fb9939b82bcebab,,,,,,n,chỉ co link 2021,,,,,,
6639d4078fb9939b82bcebad,,,,,,n,k co link,,,,,,
6639d4d74fd45eb8c2e6704a,,,,,,y,,,,,,,
6639d50e4fd45eb8c2e67076,https://critis2024.uniroma3.it/,,,,,n,link die,,,,,,
6639d5104fd45eb8c2e67078,,,,,,y,,,,,,,
6639d52a4fd45eb8c2e6708e,,,,,,y,,,,,,,
6639d5324fd45eb8c2e67094,,,,,,y,,,,,,,
6639d5764fd45eb8c2e670cc,,,,,,y,,,,,,,
6639d5814fd45eb8c2e670d6,,,,,,y,,,,,,,
6639d5894fd45eb8c2e670de,,,,,,y,k tìm thấy dates,,,,,,
6639d5944fd45eb8c2e670e6,,,,,,y,,,,,,,
6639d5a24fd45eb8c2e670f2,,,,,,y,,,,,,,
6639d5c14fd45eb8c2e67104,,,,,,y,,,,,,,
6639d6c3b9c725a1d3ed3db3,,,,,,y,,,,,,,
6639d6e9b9c725a1d3ed3dd5,,,,,,y,,,,,,,
6639d6efb9c725a1d3ed3dd9,,,,,,y,,,,,,,
6639d701b9c725a1d3ed3deb,,,,,,y,,,,,,,
6639d713b9c725a1d3ed3dfd,,,,,,y,,,,,,,
6639d11c387369a8970585e9,https://www.iclp24.utdallas.edu/call-for-papers/,,,,,y,,,,,,,
6639d0bd2aa97d8b888060d3,,,,,,y,,,,,,,
6639d11e387369a8970585eb,,,,,,y,,,,,,,
6639d146387369a897058613,,,,,,y,,,,,,,
6639d170387369a89705863b,,,,,,y,,,,,,,
6639d180387369a897058649,,,,,,y,,,,,,,
6639d186387369a89705864f,,,,,,y,,,,,,,
6639d198387369a897058661,,,,,,y,,,,,,,
6639d19a387369a897058663,,,,,,y,,,,,,,
6639d1b7387369a89705867f,,,,,,y,,,,,,,
6639d1bd387369a897058685,,,,,,n,k co link,,,,,,
6639d1c3387369a89705868b,,,,,,y,,,,,,,
6639d1ca387369a897058693,,,,,,y,,,,,,,
6639d1cf387369a897058697,,,,,,y,,,,,,,
6639d1d2387369a897058699,,,,,,y,,,,,,,
6639d1d3387369a89705869b,,,,,,y,,,,,,,
6639d3218fb9939b82bceae9,,,,,,n,k co link,,,,,,
6639d3248fb9939b82bceaeb,,,,,,y,,,,,,,
6639d32d8fb9939b82bceaf3,,,,,,y,,,,,,,
6639d3358fb9939b82bceaf9,,,,,,n,k co link,,,,,,
6639d3448fb9939b82bceb07,,,,,,y,,,,,,,
6639d34e8fb9939b82bceb0f,,,,,,y,,,,,,,
6639d3528fb9939b82bceb13,,,,,,y,,,,,,,
6639d3578fb9939b82bceb17,,,,,,n,chi co nam 22,,,,,,
6639d3598fb9939b82bceb19,,,,,,y,,,,,,,
6639d3678fb9939b82bceb25,,,,,,y,,,,,,,
6639d3878fb9939b82bceb3d,,,,,,y,,,,,,,
6639d3968fb9939b82bceb4b,,,,,,y,,,,,,,
6639d3ae8fb9939b82bceb61,,,,,,y,,,,,,,
6639d3b98fb9939b82bceb69,,,,,,y,,,,,,,
6639d3d48fb9939b82bceb81,,,,,,y,,,,,,,
6639d3d98fb9939b82bceb85,,,,,,y,,,,,,,
6639d3de8fb9939b82bceb89,,,,,,y,,,,,,,
6639d3e18fb9939b82bceb8b,,,,,,y,,,,,,,
6639d3e78fb9939b82bceb91,,,,,,y,,,,,,,
6639d3eb8fb9939b82bceb95,,,,,,n,chi co nam 22,,,,,,
6639d4da4fd45eb8c2e6704c,,,,,,y,,,,,,,
6639d4dd4fd45eb8c2e6704e,,,,,,y,,,,,,,
6639d4e74fd45eb8c2e67056,,,,,,y,,,,,,,
6639d4f44fd45eb8c2e67060,,,,,,y,,,,,,,
6639d5084fd45eb8c2e67072,,,,,,y,location de trong,,,,,,
6639d52d4fd45eb8c2e67090,,,,,,n,k co link,,,,,,
6639d5304fd45eb8c2e67092,,,,,,y,,,,,,,
6639d5474fd45eb8c2e670a6,,,,,,y,,,,,,,
6639d5544fd45eb8c2e670b0,,,,,,y,k co dates,,,,,,
6639d5594fd45eb8c2e670b4,,,,,,y,,,,,,,
6639d56b4fd45eb8c2e670c4,Chiều nay ,,,,,y,,,,,,,
6639d57f4fd45eb8c2e670d4,,,,,,n,Không tìm được link,,,,,,
6639d58f4fd45eb8c2e670e2,,,,,,n,"Tìm được link, nhưng không hiểu lắm nên không lấy được imp date",,,,,,
6639d5ba4fd45eb8c2e670fe,,,,,,y,,,,,,,
6639d5bf4fd45eb8c2e67102,,,,,,y,,,,,,,
6639d69bb9c725a1d3ed3d8b,,,,,,y,,,,,,,
6639d6a9b9c725a1d3ed3d99,,,,,,y,,,,,,,
6639d6bfb9c725a1d3ed3daf,,,,,,y,,,,,,,
6639d6e5b9c725a1d3ed3dd1,,,,,,y,,,,,,,
6639d6ebb9c725a1d3ed3dd7,,,,,,y,,,,,,,
6639d6f9b9c725a1d3ed3de3,,,,,,y,,,,,,,
6639d705b9c725a1d3ed3def,,,,,,y,Không load được site cfp,,,,,,
6639d711b9c725a1d3ed3dfb,,,,,,y,,,,,,,
6639d718b9c725a1d3ed3e01,,,,,,n,Không tìm được link,,,,,,
6639d71ab9c725a1d3ed3e03,,,,,,y,,,,,,,
6639d71eb9c725a1d3ed3e07,,,,,,y,,,,,,,
6639d73bb9c725a1d3ed3e23,,,,,,y,Không tìm được location,,,,,,
6639d0b52aa97d8b888060cb,,,,,,y,"Search không ra link, phải lấy từ một trang khác",,,,,,
6639d0c22aa97d8b888060d7,,,,,,y,,,,,,,
6639d12f387369a8970585fb,,,,,,y,,,,,,,
6639d13b387369a897058607,,,,,,y,cfp dạng txt,,,,,,
6639d13d387369a897058609,,,,,,y,,,,,,,
6639d141387369a89705860d,,,,,,y,,,,,,,
6639d142387369a89705860f,,,,,,y,,,,,,,
6639d14a387369a897058617,,,,,,y,,,,,,,
6639d152387369a89705861f,,,,,,y,,,,,,,
6639d15a387369a897058627,,,,,,n,Không tìm được link,,,,,,
6639d194387369a89705865d,,,,,,y,"Tìm được link từ wikicfp, chứ search không ra",,,,,,
6639d1ae387369a897058677,,,,,,y,,,,,,,
6639d1b1387369a897058679,,,,,,y,Có hybrid nhưng vẫn tính offline,,,,,,
6639d1f5387369a89705869f,,,,,,y,,,,,,,
6639d3288fb9939b82bceaef,,,,,,y,,,,,,,
6639d3498fb9939b82bceb0b,,,,,,n,Link tìm được không có đủ imp date,,,,,,
6639d34c8fb9939b82bceb0d,,,,,,y,Không đủ imp date,,,,,,
6639d3558fb9939b82bceb15,,,,,,y,,,,,,,
6639d3708fb9939b82bceb2d,,,,,,y,,,,,,,
6639d3778fb9939b82bceb33,,,,,,y,,,,,,,
6639d38d8fb9939b82bceb43,,,,,,y,,,,,,,
6639d3ac8fb9939b82bceb5f,,,,,,n,Link 2023 die,,,,,,
6639d4028fb9939b82bceba9,,,,,,y,,,,,,,
6639d4ec4fd45eb8c2e6705a,,,,,,y,"Link 2023, không đủ imp date",,,,,,
6639d4fe4fd45eb8c2e67068,,,,,,y,,,,,,,
6639d5004fd45eb8c2e6706a,,,,,,n,Không tìm thấy link,,,,,,
6639d5024fd45eb8c2e6706c,,,,,,y,,,,,,,
6639d5194fd45eb8c2e67080,,,,,,y,Phải vô home để lấy ngày extended,,,,,,
6639d5374fd45eb8c2e67098,,,,,,y,,,,,,,
6639d5524fd45eb8c2e670ae,,,,,,y,Luật chỗ này đặt biệt,,,,,,
6639d5834fd45eb8c2e670d8,,,,,,n,Không tìm thấy link,,,,,,
6639d5924fd45eb8c2e670e4,,,,,,y,Lấy năm 2022,,,,,,
6639d5ad4fd45eb8c2e670f8,,,,,,y,,,,,,,
6639d684b9c725a1d3ed3d77,,,,,,y,,,,,,,
6639d686b9c725a1d3ed3d79,,,,,,y,,,,,,,
6639d691b9c725a1d3ed3d83,,,,,,y,,,,,,,
6639d6b0b9c725a1d3ed3d9f,,,,,,y,,,,,,,
6639d6b9b9c725a1d3ed3da9,,,,,,y,,,,,,,
6639d6d8b9c725a1d3ed3dc7,,,,,,y,,,,,,,
6639d6f7b9c725a1d3ed3de1,,,,,,y,,,,,,,
6639d703b9c725a1d3ed3ded,,,,,,y,Không có important date,,,,,,
6639d70fb9c725a1d3ed3df9,,,,,,y,,,,,,,
6639d715b9c725a1d3ed3dff,,,,,,n,Không tìm thấy link,,,,,,
6639d727b9c725a1d3ed3e0f,,,,,,y,,,,,,,
6639d72bb9c725a1d3ed3e13,,,,,,y,,,,,,,
6639d730b9c725a1d3ed3e19,,,,,,y,,,,,,,
6639d737b9c725a1d3ed3e1f,,,,,,y,,,,,,,
6639d0c02aa97d8b888060d5,,,,,,y,,,,,,,
6639d0b92aa97d8b888060cf,,,,,,n,Không tìm thấy link,,,,,,
6639d111387369a8970585dd,,,,,,y,,,,,,,
6639d124387369a8970585f1,,,,,,y,,,,,,,
6639d14e387369a89705861b,,,,,,y,,,,,,,
6639d160387369a89705862d,,,,,,n,Tổ chức chung với mấy cái khác,,,,,,
6639d177387369a897058641,,,,,,y,,,,,,,
6639d1a9387369a897058671,,,,,,n,Có link 2023 nhưng mà nó lạ lắm,,,,,,
6639d1b3387369a89705867b,,,,,,y,,,,,,,
6639d1b9387369a897058681,,,,,,y,,,,,,,
6639d33e8fb9939b82bceb01,,,,,,y,,,,,,,
6639d35c8fb9939b82bceb1b,,,,,,y,Type = online nè,,,,,,
6639d3698fb9939b82bceb27,,,,,,n,Có link nhưng khác tên,,,,,,
6639d36b8fb9939b82bceb29,,,,,,y,Không có impt date,,,,,,
6639d37c8fb9939b82bceb37,,,,,,n,Có link 2023 nhưng die rồi,,,,,,
6639d3898fb9939b82bceb3f,,,,,,y,,,,,,,
6639d3a38fb9939b82bceb57,,,,,,y,,,,,,,
6639d3b38fb9939b82bceb65,,,,,,y,,,,,,,
6639d3c48fb9939b82bceb73,,,,,,y,,,,,,,
6639d3d18fb9939b82bceb7f,,,,,,y,,,,,,,
6639d3d78fb9939b82bceb83,,,,,,y,,,,,,,
6639d3f08fb9939b82bceb99,,,,,,y,,,,,,,
6639d4fb4fd45eb8c2e67066,,,,,,y,,,,,,,
6639d5214fd45eb8c2e67086,,,,,,n,"Không tìm được link, chỉ có năm 2020",,,,,,
6639d5354fd45eb8c2e67096,,,,,,y,,,,,,,
6639d5434fd45eb8c2e670a2,,,,,,y,,,,,,,
6639d54a4fd45eb8c2e670a8,,,,,,y,,,,,,,
6639d5564fd45eb8c2e670b2,,,,,,y,,,,,,,
6639d5614fd45eb8c2e670bc,,,,,,n,Không tìm được link,,,,,,
6639d56e4fd45eb8c2e670c6,,,,,,y,,,,,,,
6639d5984fd45eb8c2e670ea,,,,,,y,,,,,,,
6639d5c44fd45eb8c2e67106,,,,,,y,,,,,,,
6639d5c74fd45eb8c2e67108,,,,,,n,Không tìm được link,,,,,,
6639d5ce4fd45eb8c2e6710e,,,,,,y,,,,,,,
6639d68fb9c725a1d3ed3d81,,,,,,y,,,,,,,
6639d696b9c725a1d3ed3d87,,,,,,y,,,,,,,
6639d6a3b9c725a1d3ed3d93,,,,,,y,,,,,,,
6639d6a5b9c725a1d3ed3d95,,,,,,y,,,,,,,
6639d6b4b9c725a1d3ed3da3,,,,,,y,,,,,,,
6639d6b5b9c725a1d3ed3da5,,,,,,y,,,,,,,
6639d6b7b9c725a1d3ed3da7,,,,,,y,,,,,,,
6639d6bbb9c725a1d3ed3dab,,,,,,n,Không tìm được link,,,,,,
6639d6c5b9c725a1d3ed3db5,,,,,,y,Không tìm được các date,,,,,,
6639d6c9b9c725a1d3ed3db9,,,,,,y,,,,,,,
6639d6cfb9c725a1d3ed3dbf,,,,,,y,,,,,,,
6639d6d5b9c725a1d3ed3dc5,,,,,,y,,,,,,,
6639d6e1b9c725a1d3ed3dcf,,,,,,y,,,,,,,
6639d6f1b9c725a1d3ed3ddb,,,,,,y,,,,,,,
6639d6f5b9c725a1d3ed3ddf,,,,,,y,,,,,,,
6639d70cb9c725a1d3ed3df7,,,,,,y,,,,,,,
6639d721b9c725a1d3ed3e09,,,,,,n,Không tìm được link,,,,,,
6639d729b9c725a1d3ed3e11,,,,,,y,,,,,,,
6639d73ab9c725a1d3ed3e21,,,,,,n,Có link trùng title nhưng khác tên viết tắt,,,,,,
6639d10e387369a8970585db,,,,,,y,,,,,,,
6639d112387369a8970585df,,,,,,y,,,,,,,
6639d11a387369a8970585e7,,,,,,y,,,,,,,
6639d133387369a8970585ff,,,,,,y,,,,,,,
6639d137387369a897058603,,,,,,y,,,,,,,
6639d154387369a897058621,,,,,,y,,,,,,,
6639d158387369a897058625,,,,,,y,Location lấy từ ảnh,,,,,,
6639d17e387369a897058647,,,,,,y,,,,,,,
6639d18b387369a897058655,,,,,,y,,,,,,,
6639d18d387369a897058657,,,,,,y,,,,,,,
6639d1a6387369a89705866f,,,,,,y,,,,,,,
6639d3328fb9939b82bceaf7,,,,,,y,,,,,,,
6639d3658fb9939b82bceb23,,,,,,y,,,,,,,
6639d36e8fb9939b82bceb2b,,,,,,y,,,,,,,
6639d3748fb9939b82bceb31,,,,,,y,,,,,,,
6639d3798fb9939b82bceb35,,,,,,y,conf date trong ảnh,,,,,,
6639d3aa8fb9939b82bceb5d,,,,,,y,,,,,,,
6639d3cb8fb9939b82bceb79,,,,,,y,Định dạng date độc lạ,,,,,,
6639d3cf8fb9939b82bceb7d,,,,,,y,,,,,,,
6639d3ed8fb9939b82bceb97,,,,,,y,,,,,,,
6639d3f48fb9939b82bceb9d,,,,,,y,,,,,,,
6639d3fa8fb9939b82bceba1,,,,,,y,,,,,,,
6639d3fe8fb9939b82bceba5,,,,,,y,,,,,,,
6639d4e24fd45eb8c2e67052,,,,,,y,,,,,,,
6639d4e54fd45eb8c2e67054,,,,,,y,,,,,,,
6639d5044fd45eb8c2e6706e,,,,,,n,Không tìm được link,,,,,,
6639d5144fd45eb8c2e6707c,,,,,,y,,,,,,,
6639d5174fd45eb8c2e6707e,,,,,,y,,,,,,,
6639d51e4fd45eb8c2e67084,,,,,,n,Không tìm được link,,,,,,
6639d5254fd45eb8c2e6708a,,,,,,y,,,,,,,
6639d53e4fd45eb8c2e6709e,,,,,,n,Không tìm được link,,,,,,
6639d54f4fd45eb8c2e670ac,,,,,,y,,,,,,,
6639d5694fd45eb8c2e670c2,,,,,,y,,,,,,,
6639d57a4fd45eb8c2e670d0,,,,,,y,Không tìm được imp date,,,,,,
6639d57d4fd45eb8c2e670d2,,,,,,y,,,,,,,
6639d5854fd45eb8c2e670da,,,,,,y,,,,,,,
6639d5964fd45eb8c2e670e8,,,,,,n,Không load được link,,,,,,
6639d5b14fd45eb8c2e670fa,,,,,,y,,,,,,,
6639d682b9c725a1d3ed3d75,,,,,,y,,,,,,,
6639d688b9c725a1d3ed3d7b,,,,,,y,,,,,,,
6639d68ab9c725a1d3ed3d7d,,,,,,y,,,,,,,
6639d68db9c725a1d3ed3d7f,,,,,,y,,,,,,,
6639d694b9c725a1d3ed3d85,,,,,,y,,,,,,,
6639d69db9c725a1d3ed3d8d,,,,,,y,,,,,,,
6639d6a7b9c725a1d3ed3d97,,,,,,n,"Tìm được link, nhưng cần giải cứu",,,,,,
6639d6adb9c725a1d3ed3d9d,,,,,,y,Không chắc chắn,,,,,,
6639d6b1b9c725a1d3ed3da1,,,,,,n,Không tìm được link,,,,,,
6639d6ddb9c725a1d3ed3dcb,,,,,,y,,,,,,,
6639d708b9c725a1d3ed3df3,,,,,,y,,,,,,,
6639d70ab9c725a1d3ed3df5,,,,,,y,,,,,,,
6639d71cb9c725a1d3ed3e05,,,,,,y,,,,,,,
6639d72fb9c725a1d3ed3e17,,,,,,y,,,,,,,
6639d114387369a8970585e1,,,,,,n,Không tìm được link,,,,,,
6639d122387369a8970585ef,,,,,,y,,,,,,,
6639d12c387369a8970585f9,,,,,,y,,,,,,,
6639d13e387369a89705860b,,,,,,n,Không tìm được link,,,,,,
6639d15c387369a897058629,,,,,,n,Không tìm được link,,,,,,
6639d15e387369a89705862b,,,,,,n,Không tìm được link,,,,,,
6639d16b387369a897058637,,,,,,y,,,,,,,
6639d176387369a89705863f,,,,,,y,,,,,,,
6639d18a387369a897058653,,,,,,y,,,,,,,
6639d18f387369a897058659,,,,,,y,,,,,,,
6639d192387369a89705865b,,,,,,y,,,,,,,
6639d1ac387369a897058675,,,,,,y,,,,,,,
6639d1cd387369a897058695,,,,,,y,,,,,,,
6639d3268fb9939b82bceaed,,,,,,y,,,,,,,
6639d32b8fb9939b82bceaf1,,,,,,y,,,,,,,
6639d3378fb9939b82bceafb,,,,,,y,,,,,,,
6639d3618fb9939b82bceb1f,,,,,,y,,,,,,,
6639d3808fb9939b82bceb39,,,,,,y,,,,,,,
6639d3838fb9939b82bceb3b,,,,,,y,,,,,,,
6639d3908fb9939b82bceb45,,,,,,y,,,,,,,
6639d3988fb9939b82bceb4d,,,,,,y,,,,,,,
6639d5284fd45eb8c2e6708c,,,,,,y,,,,,,,
6639d5454fd45eb8c2e670a4,,,,,,y,,,,,,,
6639d54c4fd45eb8c2e670aa,,,,,,y,,,,,,,
6639d55b4fd45eb8c2e670b6,,,,,,y,,,,,,,
6639d5874fd45eb8c2e670dc,,,,,,y,,,,,,,
6639d59a4fd45eb8c2e670ec,,,,,,y,,,,,,,
6639d5a74fd45eb8c2e670f4,,,,,,y,,,,,,,
6639d5aa4fd45eb8c2e670f6,,,,,,y,,,,,,,
6639d5b54fd45eb8c2e670fc,,,,,,y,,,,,,,
6639d5c94fd45eb8c2e6710a,,,,,,y,,,,,,,
6639d67fb9c725a1d3ed3d73,,,,,,n,Link die,,,,,,
6639d69fb9c725a1d3ed3d8f,,,,,,y,,,,,,,
6639d6a1b9c725a1d3ed3d91,,,,,,y,,,,,,,
6639d6c7b9c725a1d3ed3db7,,,,,,y,,,,,,,
6639d6cdb9c725a1d3ed3dbd,,,,,,y,,,,,,,
6639d6fdb9c725a1d3ed3de7,,,,,,y,,,,,,,
6639d6ffb9c725a1d3ed3de9,,,,,,n,Link die,,,,,,
6639d723b9c725a1d3ed3e0b,,,,,,y,,,,,,,
6639d735b9c725a1d3ed3e1d,,,,,,y,,,,,,,